# /lscratch1/kbferre/app-traces/mutrino/lulesh/125/rank-000.txt
 delta	 tstmp
17090	 1503728509911236
17083	 1503728509928319
17135	 1503728509945454
17168	 1503728509962622
16987	 1503728509979609
16972	 1503728509996581
17270	 1503728510013851
17080	 1503728510030931
17002	 1503728510047933
17032	 1503728510064965
17106	 1503728510082071
17253	 1503728510099324
16976	 1503728510116300
17010	 1503728510133310
17250	 1503728510150560
17171	 1503728510167731
24810	 1503728510192541
16838	 1503728510209379
17271	 1503728510226650
17019	 1503728510243669
17003	 1503728510260672
17083	 1503728510277755
19385	 1503728510297140
18449	 1503728510315589
21519	 1503728510337108
14528	 1503728510351636
17194	 1503728510368830
17140	 1503728510385970
16968	 1503728510402938
17013	 1503728510419951
21453	 1503728510441404
15170	 1503728510456574
16311	 1503728510472885
17112	 1503728510489997
17125	 1503728510507122
17003	 1503728510524125
17100	 1503728510541225
17249	 1503728510558474
16983	 1503728510575457
17113	 1503728510592570
17034	 1503728510609604
17082	 1503728510626686
17239	 1503728510643925
16920	 1503728510660845
17153	 1503728510677998
17053	 1503728510695051
17015	 1503728510712066
17159	 1503728510729225
17090	 1503728510746315
17102	 1503728510763417
16980	 1503728510780397
16942	 1503728510797339
17179	 1503728510814518
17105	 1503728510831623
17080	 1503728510848703
16939	 1503728510865642
17227	 1503728510882869
20906	 1503728510903775
17084	 1503728510920859
17107	 1503728510937966
17089	 1503728510955055
17122	 1503728510972177
16996	 1503728510989173
25790	 1503728511014963
22406	 1503728511037369
23347	 1503728511060716
16243	 1503728511076959
17413	 1503728511094372
17474	 1503728511111846
17548	 1503728511129394
18955	 1503728511148349
15141	 1503728511163490
18161	 1503728511181651
17279	 1503728511198930
16866	 1503728511215796
17097	 1503728511232893
17091	 1503728511249984
17028	 1503728511267012
17090	 1503728511284102
17080	 1503728511301182
17055	 1503728511318237
17312	 1503728511335549
16987	 1503728511352536
17066	 1503728511369602
17028	 1503728511386630
17053	 1503728511403683
17036	 1503728511420719
17059	 1503728511437778
17053	 1503728511454831
17089	 1503728511471920
16952	 1503728511488872
17070	 1503728511505942
17055	 1503728511522997
17141	 1503728511540138
16997	 1503728511557135
16998	 1503728511574133
17035	 1503728511591168
17008	 1503728511608176
17058	 1503728511625234
17193	 1503728511642427
17022	 1503728511659449
16986	 1503728511676435
17191	 1503728511693626
17182	 1503728511710808
16848	 1503728511727656
16932	 1503728511744588
17035	 1503728511761623
17213	 1503728511778836
16941	 1503728511795777
17182	 1503728511812959
17053	 1503728511830012
17116	 1503728511847128
16940	 1503728511864068
17221	 1503728511881289
17063	 1503728511898352
17107	 1503728511915459
16938	 1503728511932397
17085	 1503728511949482
17294	 1503728511966776
17047	 1503728511983823
17234	 1503728512001057
17114	 1503728512018171
17119	 1503728512035290
17162	 1503728512052452
17182	 1503728512069634
17162	 1503728512086796
17093	 1503728512103889
17129	 1503728512121018
17095	 1503728512138113
17095	 1503728512155208
17121	 1503728512172329
17107	 1503728512189436
17140	 1503728512206576
17152	 1503728512223728
17033	 1503728512240761
17319	 1503728512258080
17078	 1503728512275158
17039	 1503728512292197
17062	 1503728512309259
17348	 1503728512326607
17080	 1503728512343687
17086	 1503728512360773
17219	 1503728512377992
17155	 1503728512395147
17096	 1503728512412243
17034	 1503728512429277
17183	 1503728512446460
17150	 1503728512463610
17131	 1503728512480741
17121	 1503728512497862
17099	 1503728512514961
17141	 1503728512532102
17125	 1503728512549227
17224	 1503728512566451
17192	 1503728512583643
16929	 1503728512600572
17064	 1503728512617636
17191	 1503728512634827
17187	 1503728512652014
17080	 1503728512669094
17169	 1503728512686263
17157	 1503728512703420
17123	 1503728512720543
17226	 1503728512737769
17329	 1503728512755098
17049	 1503728512772147
17049	 1503728512789196
17181	 1503728512806377
17200	 1503728512823577
17185	 1503728512840762
17080	 1503728512857842
17203	 1503728512875045
17101	 1503728512892146
17060	 1503728512909206
17205	 1503728512926411
